Pavarde                   Vardas         ND1         ND2         ND3         ND4         ND5         ND6         ND7         ND8         ND9        ND10        ND11        ND12        ND13        ND14        ND15        Egz.
Pavarde5485           Vardas5485           3           7           6           2           8           5           9           4          10           3           3           2           1           4          10           8
Pavarde5486           Vardas5486           2           9           9           5           2           6           6           5           2           2           3           8           8           8           2           4
Pavarde5487           Vardas5487           5           8           5           8          10           2           1           5           1           8           8           2           7           2           2           2
Pavarde5488           Vardas5488           2           7           7          10           6           5           2           3           4           9           2           3           2           8           6           7
Pavarde5489           Vardas5489           3           4           5           5          10           7           6           2           3           1           4           5           3           7           5           4
Pavarde5490           Vardas5490           6           4          10           3           8           4          10           6           9           8           8           3           8           4           9           3
Pavarde5491           Vardas5491           2           4           7           6           8           1           5           1           7           9           9           8           4           7           6           7
Pavarde5492           Vardas5492           5           7           9           7           8           3           9           5           6           5           2           7           6           3          10           7
Pavarde5493           Vardas5493           7           5           5           2           4           8           2           8           8           7           8           1           6           5           8           5
Pavarde5494           Vardas5494           4           9           3           6           1           2           3           2           8           6           1          10           4           8           9           9
Pavarde5495           Vardas5495           3           5           5           2          10           4           8           1           6           4           7           7           9           5           4           5
Pavarde5496           Vardas5496          10           3          10           8           8           6           4           8           6           5          10           3          10           1           3           2
Pavarde5497           Vardas5497           9           3           8           6           3           6           6           9           6           4           9           6           2           2           6           5
Pavarde5498           Vardas5498          10           1           2           4           2           1          10           6           6           3           7           6           5           7          10           6
Pavarde5499           Vardas5499           5           2           9           1           5           9           3           3           5           6           5           8           1           2           6           1
Pavarde5500           Vardas5500           4           8           6          10           7           9           1           1           5           6          10          10           3           1           8           3
Pavarde5501           Vardas5501           3           2           2           3           5           7           7           8          10           8           3           6           6           9           9           5
Pavarde5502           Vardas5502           2           3           5           6           3           5           2           6           6           7           1           5           4           1           6           6
Pavarde5503           Vardas5503           9           7           8           6           6           9           1           7           8           7           6           4          10           3           1          10
Pavarde5504           Vardas5504          10           7           9           4           8           6           2           7           3           8           5           2           7           2           9           4
Pavarde5505           Vardas5505           7           3           8           5           7           4           5           3          10           5           7           7           2           6           8           9
Pavarde5506           Vardas5506          10           6           7           6           2           2           2          10           3           6           6           9           5           4           1           3
Pavarde5507           Vardas5507           3           6           8          10           3           7           2          10           9           6           1           6           8           2           2           3
Pavarde5508           Vardas5508           5           1           8           7           1           8           8           6           7           4           5           1           8           6           2           4
Pavarde5509           Vardas5509           9           2           3           7           8           3           4           4           1           6           1           1           4           7           8           6
Pavarde5510           Vardas5510           2           2           9           3           3           2           8           5           7           3           8           3           4           8           1          10
Pavarde5511           Vardas5511           3           9          10           8          10           4          10           7           9           3           7           8           4           8           5           8
Pavarde5512           Vardas5512           5           3           6           2           9           1           7           8           4          10           7           3           9           2          10           3
Pavarde5513           Vardas5513           1           2           3           3           8           3           3           8           4           3           8          10           5           3          10           3
Pavarde5514           Vardas5514           6           3           2           1           9           5           3          10           1           2           1           6          10           1           8           1
Pavarde5515           Vardas5515           8           9           8          10           8           6           8           2           7           9           2           6           3          10           7           3
Pavarde5516           Vardas5516           8           1           4           7           3           8           8           1           8           4           1           8           3           8           7           4
Pavarde5517           Vardas5517           3           2           9           1           9           5           1           9           8           2           7           2           3           7           4           4
Pavarde5518           Vardas5518           6           2           1           3           2           1           5           9          10          10           8           1           1           6           5           4
Pavarde5519           Vardas5519           2           1           1           7           2           2          10           9           3           1           7           4           8          10           8           5
Pavarde5520           Vardas5520           3          10           6           3           6           9           5           7           2           8           1           2          10           3           9           7
Pavarde5521           Vardas5521           5           4           3           9           6           7           4           7           1           4           1          10           4           2           2          10
Pavarde5522           Vardas5522           2           5           1           7           4           9           1           4           2           2           2           1          10           7           1          10
Pavarde5523           Vardas5523           4           7           4           4           5           1           6           8           1           3           9           9           2           4           6           2
Pavarde5524           Vardas5524           3          10           2           8           3           5          10           6          10           2           6           1           9           6           9           5
Pavarde5525           Vardas5525           3           9           1           8           7           5           2           1           1           2           9           9           9           5           3           3
Pavarde5526           Vardas5526           1           2           1          10           5           2          10           9           6           6           1           6           6           5           4           5
Pavarde5527           Vardas5527           1           9           4           7           6           2           8           6           2          10           3           7           1           5           7           2
Pavarde5528           Vardas5528           6           4           8          10          10          10           5           6           4          10           3           8           4           6           5           4
Pavarde5529           Vardas5529           1           2           6           6           4           3           9           7           5           4           1           8           3          10           3           4
Pavarde5530           Vardas5530           3           8           9           7           1           3           1           1           3           4           2          10           1           2           4           6
Pavarde5531           Vardas5531           6           6           2           6           7           2           4           4           7           8           1           2           7           9           6          10
Pavarde5532           Vardas5532          10           3           9           4           8           3           7           2           2           4          10           1           1           8           3           7
Pavarde5533           Vardas5533           6           4           2           5           9           5           4           7           4           2           6          10           9           7           9           9
Pavarde5534           Vardas5534           9           2           2           8           6           1          10           8           6           3           8           8           8           2           9           7
Pavarde5535           Vardas5535           4           2           3           6           2           4           4           7           5          10           3           6           3           2          10           2
Pavarde5536           Vardas5536           4           2           8           8           7           5           8           4           4           3           6           4           7          10           6           1
Pavarde5537           Vardas5537           4           9           1           2          10           5           9           9           8           8           2          10          10           8           4           7
Pavarde5538           Vardas5538           3           9           8          10           9           5           4           1           7           4           3           4           2           1           4           6
Pavarde5539           Vardas5539           8           1           3           1           4           4           7           7           4           4           5           5           7           3           9           1
Pavarde5540           Vardas5540           2           4           7           6          10           1           8           5           5           5           6           7           8           9           2           8
Pavarde5541           Vardas5541           5           4           4           5           9           8           9           6           9           8           4           9           1           2          10           9
Pavarde5542           Vardas5542           4          10           8           4           7           9           8          10           7           1           3           7           1           2           6          10
Pavarde5543           Vardas5543           9           5           9           5           5           9           3           8           4           9           9           8           2           4          10           5
Pavarde5544           Vardas5544           2           1           7           5           3           8           1           2           7           8           4           2           4           6           9           4
Pavarde5545           Vardas5545           2           2           7           2           9           9           6           3           2           2           8           8           5           8           2           5
Pavarde5546           Vardas5546           4           5           1           2           2           6           6           8           8           1           3           9           5           7           5           6
Pavarde5547           Vardas5547           6           7           6           3           6           5           9           1           1           8           8           4           3           4           8           7
Pavarde5548           Vardas5548           4           4           3          10           3          10           9           6           1           1           7           1           3           5          10           4
Pavarde5549           Vardas5549           5           1           5           6           3           4           3           9           6           5           3           1           4           2           5           1
Pavarde5550           Vardas5550          10           7           4           2           9           4           2           7           4           3           4           7           1           7           3           9
Pavarde5551           Vardas5551           5           8           6           2           5           8           3           2           3           8           6           2           3           1           9           4
Pavarde5552           Vardas5552           8           6           3           3           2           4           2           5          10           4           5           5           8           4           5           2
Pavarde5553           Vardas5553           5           2           4           8           4           8           3           8           8           8           4           8           2           4           6          10
Pavarde5554           Vardas5554           9           4           8           1           3           5          10           6           2           7           4           3           2           3           6           6
Pavarde5555           Vardas5555           3           9           2           7           7           5           4           8           2           1           1          10           5           4           9          10
Pavarde5556           Vardas5556           4          10           9           7           5           6           8           8           6           2           7           6           6           4           8          10
Pavarde5557           Vardas5557           9           9           6           1           3           7           1           8           1           9           2           8           5           8          10           7
Pavarde5558           Vardas5558           6           6           2           8           7           9           1           3           4           7           8           1           9           3           8           6
Pavarde5559           Vardas5559           4           7           2           5           8           3           2           1           7           3           2           1          10           6           3           3
Pavarde5560           Vardas5560           5           2           3           9           6           2           4          10           9           1           7           8           4           3           4           8
Pavarde5561           Vardas5561           5           1           6           5           5           7           6           7           2           7           6           8           3           1           1           3
Pavarde5562           Vardas5562           6           2           9           7           7           4           2           6           9           4           9           4           4           7           7           6
Pavarde5563           Vardas5563           2           3           7           5           8           3           6           7           3           3           4           4           1           9           2          10
Pavarde5564           Vardas5564           6           6           4           1           2           8           3           3           3           7           9           6           2           6          10           1
Pavarde5565           Vardas5565           5           5           5           1           2           4           5          10           9           5           9           8           4           9           9           6
Pavarde5566           Vardas5566           1           4           7           2           4           9           9           1           2           3           7          10           2           3           4           6
Pavarde5567           Vardas5567           4           3           7           4           5           1           4           6           7          10           4           3           4           2           5           4
Pavarde5568           Vardas5568           4           5          10          10           1           7           5           8           6          10           4           1           6           1           2           7
Pavarde5569           Vardas5569           5           2           1           2          10           5           9          10          10           2           9           6           7           3           7           9
Pavarde5570           Vardas5570           3           8           9           1           9           5           3           1           7           2           6           4           4           2           6           4
Pavarde5571           Vardas5571           7           8           8           6           9           7           7           8           4           4           9          10           4           8           7           3
Pavarde5572           Vardas5572          10           3           1           9           1           7           5           5           2           3           3           7           9          10           5           1
Pavarde5573           Vardas5573           7           1           8           4           7           8           2           3           9           9          10          10           4           4           5           7
Pavarde5574           Vardas5574           7           7           8           3           3           4           7           3           3           2           9           1          10           8           4           5
Pavarde5575           Vardas5575           5           8           6           7           8           4           9          10           4           8           5           9           7           1           9           5
Pavarde5576           Vardas5576           4           8           1           8          10           2           7          10           1           9           5           9           8           8           3           3
Pavarde5577           Vardas5577           4           5           3           2           8           2           5           1           7           1           7           5           7           3           6           4
Pavarde5578           Vardas5578           2           3           3           2          10           9           4          10           3           9           9           7           2           3           9           1
Pavarde5579           Vardas5579           6           2           6           5          10           8           2           1           4           9           3           9           7           4           6           3
Pavarde5580           Vardas5580           3           4           1           3           7           8           8           6           1           6           5           7           7           9           9           4
Pavarde5581           Vardas5581          10           8           8           7           7           9           7           3           2           2           3           7           8           8           6           5
Pavarde5582           Vardas5582           8           7          10           2           2          10           6           9           2           1           6           5           5           2           2           4
Pavarde5583           Vardas5583           6          10           2           5           6           5          10           4           4           7           6           1           9          10           5           4
Pavarde5584           Vardas5584          10           1           9           6          10           9           9           1           2           3           5           9           9           9           2           9
Pavarde5585           Vardas5585           9           7           8          10           6           8           1           4           1           3           9           8          10           5           3           8
Pavarde5586           Vardas5586           4           8           4           5           7           9           8           2           1           9           2           2           9           5           9           8
Pavarde5587           Vardas5587           9           6           5           8           9           1           2           6           1           1           9           5           3           4           9           4
Pavarde5588           Vardas5588           3          10           3           3           7           2           1           2           2           8           2           6           2           6           5           2
Pavarde5589           Vardas5589           4           1           1           4           9           9           3           6          10           6           8           2           4           5           4           7
Pavarde5590           Vardas5590           7           6           5           9           7           4           4          10           3           6           8           6           3           3           9           9
Pavarde5591           Vardas5591           4           5           6           2           9           4           9           3           2           4           9           1           9           2           3           1
Pavarde5592           Vardas5592           1           9           6           6           2           5           6           9           1          10           3           8           6          10           1           8
Pavarde5593           Vardas5593           4           2           5           3          10           5           2           6          10           7           8           4           5           6           6           4
Pavarde5594           Vardas5594           3           7           2           8           6           9           2           9           9          10           7           3           2           6          10           9
Pavarde5595           Vardas5595           8           3          10           1           9           6           7           7           4           6           5           4           8           4           5           2
Pavarde5596           Vardas5596           1           3           4           4           9           3           3          10           1           1           7           7           5           8          10           1
Pavarde5597           Vardas5597           3           2           1           9           5           5           3           1           1           3           7           4           7           7           2          10
Pavarde5598           Vardas5598           7           8           8           7           8          10           3           5           9           6           3           8           1          10           3           1
Pavarde5599           Vardas5599           9          10          10           2           4           5           1          10           2           3           1           3           4           3           7           5
Pavarde5600           Vardas5600           3           1           7           5           3           3           8           5           6           5           9           1           5           9           9           9
Pavarde5601           Vardas5601           6          10           6           1           8          10           4           3           9           2           3          10          10           8           4           7
Pavarde5602           Vardas5602           9           6           5           8          10           7           3           5          10           8           8          10           7           8           2           8
Pavarde5603           Vardas5603           6           8           7          10           4           9           9           7           4           2           2           1           2           8           3           8
Pavarde5604           Vardas5604           1           1           4           9           8           8          10           3           3           9          10           4           3           8           8           5
Pavarde5605           Vardas5605           5           7           2           6           4           9           1           4           4           6           6          10           6           5           7           1
Pavarde5606           Vardas5606           1           4           6           1           3           6           7          10           4           9           4           4           6           7           2           2
Pavarde5607           Vardas5607          10           9           8           6           6          10           1           5           1          10           3           4           8           4           8           9
Pavarde5608           Vardas5608           9           6           2           3           3          10           3           5           4           4           2           2           8          10           4           9
Pavarde5609           Vardas5609           5           2           4           2           5           5           8           7          10           8           4           6           2           5           1           1
Pavarde5610           Vardas5610           1           8           6           2           5           6          10           2           2           4           4           8           7           5           5           7
Pavarde5611           Vardas5611           5           5          10           8           4           8           8           4           6           4           2           8           9           7           1           3
Pavarde5612           Vardas5612           1           9           2           1           2           5           2           1           5           2           3           5           5           3           7          10
Pavarde5613           Vardas5613          10           9          10           3           9           1           1           1           1          10          10           5           4           9           4          10
Pavarde5614           Vardas5614           5          10          10           5           3           8          10           5           4           1           5          10           2           2           6           3
Pavarde5615           Vardas5615           4           2          10           6           4           8          10           1           4          10           3           8          10           7           5           5
Pavarde5616           Vardas5616           3           3           6           6           6           5           5           6           2           4           8           1           9           4           7           1
Pavarde5617           Vardas5617           1           9           4           7           7           6           4           2           2           5          10           8           2           9           6           5
Pavarde5618           Vardas5618           3           8           7           3           7           6           6           4           3           6           5           1           4          10           5           5
Pavarde5619           Vardas5619           4           2           8          10           3           2           7           3           1           1           6           7          10           4           8           3
Pavarde5620           Vardas5620           2           6           8          10           4           2           9           9          10           5           8           6           8           7           4           8
Pavarde5621           Vardas5621           5           1           6           4          10           1           7           1          10           1           1           9           2           4           7           3
Pavarde5622           Vardas5622           9           3           2           8           7           6           8           3           4           3           4           4           2           8           3           3
Pavarde5623           Vardas5623           8           2           6           5           7           7           2           3           1           7           2           3           9           7           7           5
Pavarde5624           Vardas5624           8           1           1           7           6           7           9           5           5           5           8           6           6           4           5           7
Pavarde5625           Vardas5625           3           9           5           4           3           8           4           3           5           1           7          10          10           6           7           2
Pavarde5626           Vardas5626           8           2           3           6           4           6           4           3           7           4          10           2          10           5           1           2
Pavarde5627           Vardas5627           4           3           2           8           6           5           6          10           8           6          10           7          10           1           6          10
Pavarde5628           Vardas5628           4           3           8           6           7           6           1           7           4           5           7           3           3           7           1           3
Pavarde5629           Vardas5629           3           9           7           7           1           6           4           7           1           8           7           3           4           1           8           8
Pavarde5630           Vardas5630           8           6           2          10           6           1           9           2           1           2          10           2           7           9           6           9
Pavarde5631           Vardas5631           4          10           5           6          10          10           3           2           8          10           5           6           3           6           9           4
Pavarde5632           Vardas5632           9           1           8           5           3           1           9          10           5           8           5           8           1           5          10           2
Pavarde5633           Vardas5633          10           8           4           8           9           2           4           7           1           7           6           8           8           6           4           6
Pavarde5634           Vardas5634           8           1           3           6           5          10           9           6           8           1          10           7           8           2           1          10
Pavarde5635           Vardas5635          10           9           5           1           9           8           5           4           3           3           3           1          10           3           1           1
Pavarde5636           Vardas5636           8           3           9           1           6           2           2           4           8           5          10           2           6           4          10           9
Pavarde5637           Vardas5637          10           2           5           4          10           6           1           4           5           8           8          10           4           1           1           8
Pavarde5638           Vardas5638           6           7           8           1           9           6           4           5           4           4           7           1           7           3           1           4
Pavarde5639           Vardas5639           8           2           8          10           7           4           2           7           5           1           6           9          10           8          10           3
Pavarde5640           Vardas5640           9           7           7          10           3           4           1           4           9           7           3           3           2           8           8          10
Pavarde5641           Vardas5641           6           3           1           8           5           9           8           9           5           3           4           2           6           1           3          10
Pavarde5642           Vardas5642           4           3           7          10           9           4           9           5           3           8           6           6           5           3           9           4
Pavarde5643           Vardas5643           4           8           6           9           7          10           2           8           3           3           6           8           2           2           4           8
Pavarde5644           Vardas5644           9           5           5           4           1          10           2           6           4           7           9           6           5           8           9           2
Pavarde5645           Vardas5645           8           5           1           3           1           9          10           4           1           4           1           8           5           3           3           6
Pavarde5646           Vardas5646           4          10           1           1           7           8           2          10           6           6          10           5           3           2           4           9
Pavarde5647           Vardas5647           8           4           3           9          10           1           3           3           5           6          10           3          10           3           1           3
Pavarde5648           Vardas5648           9           2           7           8           1           6           7           3           6           3           1           9           4           4           3           3
Pavarde5649           Vardas5649           3           9           8           9           1           4           1           9          10           4           5           4           5           9           4           5
Pavarde5650           Vardas5650           3           7          10           8           8           2           7          10           8           1           1           9           1          10           4           1
Pavarde5651           Vardas5651           9           1           4           8           4           5           9           7           1           5           2           9           9           3           8           3
Pavarde5652           Vardas5652           2           4           5           8           8           6           1           2           4           4           1           7           6           9           1           4
Pavarde5653           Vardas5653           6           4           6           2           4           2           1           7           2          10          10           5           9           4          10           5
Pavarde5654           Vardas5654           9           7           5           5           1           1           8           3           7           8           4           7           6           4           4           6
Pavarde5655           Vardas5655           4           3           7           8          10           9           4           1           5           9           7          10           3           5          10           4
Pavarde5656           Vardas5656           4           4           5           7           2           6           2           4           5           6          10           8           3           5          10           8
Pavarde5657           Vardas5657           2           7          10           7          10           4           9           5          10           4           4           6           1          10           6           2
Pavarde5658           Vardas5658           7           2           9           3           2           8          10           4          10           1           4           6           8           3           5           2
Pavarde5659           Vardas5659           4           3          10           9           8           1           4           9           1           5           5           2           5           1           3           4
Pavarde5660           Vardas5660           6           4           3           7           1           4           9           8           1          10           3           9           1           2           3           5
Pavarde5661           Vardas5661           7           7           7           2           8           6          10           3           9           8           3           7           9           2          10           8
Pavarde5662           Vardas5662          10           1           4           3           4           1          10           5           4           7           9           2           6           4           5           3
Pavarde5663           Vardas5663           6           3           4           2          10           1           7           8           8           7           4           4           6           7           7           3
Pavarde5664           Vardas5664           5           9           5           8           4           6           6           1           5           3           1           1          10           6          10           2
Pavarde5665           Vardas5665          10           6           5           4           2          10          10           8           4           6           6           1           8           6           7           4
Pavarde5666           Vardas5666           3           4          10           7           7           1           3           7           6           3           1           6           5           5           5           2
Pavarde5667           Vardas5667           9           6          10           6          10           5           4           8           2           2           6           2           4           2           3           5
Pavarde5668           Vardas5668           5           8          10           8           3           4           2           2           7           3           9           1           8           8           5           2
Pavarde5669           Vardas5669          10           4           2           3           4          10           4           7           1           6           6           8           1           4           1           5
Pavarde5670           Vardas5670           9          10          10           9          10           7           2           1           6           4           7           6           8           6           1           2
Pavarde5671           Vardas5671           7           3           2           9           2           8           2           3           5           1           2           8           2           9           6           5
Pavarde5672           Vardas5672           9           5           2           1           2           1           5           1           3           5           3           3           4           9          10           3
Pavarde5673           Vardas5673           3           1           7           1           9           9           8           4           2           4           8           5           6          10           1           5
Pavarde5674           Vardas5674           8           9           3           4          10           5           4           9           8           7           1           7           7           2           9           5
Pavarde5675           Vardas5675           5           2           4           6           6           9           1          10           2           4           2           5           1           2           2           7
Pavarde5676           Vardas5676           2           7           4           2           3           5          10           2           6           1           2           6           8           5           1           8
Pavarde5677           Vardas5677           6           8           9           4           8           7           6           9           2           4           5           1           7           6          10           5
Pavarde5678           Vardas5678           7           4           3           8           9           3           9          10           4           6           9           2           8           4          10           6
Pavarde5679           Vardas5679           1           4           4           2           9           9           3           7           9           1           9           9           2           8           5           6
Pavarde5680           Vardas5680           5           8           8           7           6           4           2           1           1           4           3           1           5          10           9           9
Pavarde5681           Vardas5681           9           4           2           1           4           6           6           5           1           4           2           9           9           4           5           1
Pavarde5682           Vardas5682           4           2          10           5          10           3           3           4           8           9           4           9           1           1           7           6
Pavarde5683           Vardas5683           3           7           7           3           5          10           4           1           7           9           4           6           7           5           3           5
Pavarde5684           Vardas5684           9           9           3           9           3           5           3           9           2           8           6           7           6           8           9           5
